"matgen";"arv";"dap";"ht";"hi";"dicc1";"dicc2";"espcasca"
26;42;18,94;26;25,3;1,34;1,34;0,114
26;42;18,94;26;25,6;0,95;0,95;0,071
26;43;10,25;18,2;0,1;14,64;14,64;0,702
26;43;10,25;18,2;0,7;10,98;10,98;0,327
26;43;10,25;18,2;1,3;10,25;10,25;0,265
26;43;10,25;18,2;2,5;9,71;9,71;0,165
26;43;10,25;18,2;3,7;8,98;8,98;0,207
26;43;10,25;18,2;4,9;8,59;8,59;0,164
26;43;10,25;18,2;6,1;8,12;8,12;0,173
26;43;10,25;18,2;7,3;7,64;7,64;0,179
26;43;10,25;18,2;8,5;7,1;7,1;0,144
26;43;10,25;18,2;9,7;6,65;6,65;0,145
26;43;10,25;18,2;10,9;6,21;6,21;0,16
26;43;10,25;18,2;12,1;5,41;5,41;0,144
26;43;10,25;18,2;13,3;4,77;4,77;0,117
26;43;10,25;18,2;14,5;4,2;4,2;0,153
26;43;10,25;18,2;15,7;3,34;3,34;0,131
26;43;10,25;18,2;16,9;2,04;2,04;0,108
26;43;10,25;18,2;17,8;0,89;0,89;0,073
26;44;12,41;21,2;0,1;15,6;15,6;0,681
26;44;12,41;21,2;0,7;13,21;13,21;0,55
26;44;12,41;21,2;1,3;12,41;12,41;0,346
26;44;12,41;21,2;2,5;12,03;12,03;0,287
26;44;12,41;21,2;3,7;11,62;11,62;0,234
26;44;12,41;21,2;4,9;10,92;10,92;0,211
26;44;12,41;21,2;6,1;10,41;10,41;0,193
26;44;12,41;21,2;7,3;9,93;9,93;0,189
26;44;12,41;21,2;8,5;9,39;9,39;0,174
26;44;12,41;21,2;9,7;8,91;8,91;0,185
26;44;12,41;21,2;10,9;8,34;8,34;0,147
26;44;12,41;21,2;12,1;7,8;7,8;0,161
26;44;12,41;21,2;13,3;7,16;7,16;0,167
26;44;12,41;21,2;14,5;6,56;6,56;0,146
26;44;12,41;21,2;15,7;6,02;6,02;0,148
26;44;12,41;21,2;16,9;5,16;5,16;0,155
26;44;12,41;21,2;18,1;4,2;4,2;0,15
26;44;12,41;21,2;19,3;2,86;2,86;0,145
26;44;12,41;21,2;20,5;1,59;1,59;0,118
26;44;12,41;21,2;20,7;0,89;0,89;0,06
26;45;13,37;23,8;0,1;14,8;14,8;0,538
26;45;13,37;23,8;0,7;13,85;13,85;0,472
26;45;13,37;23,8;1,3;13,37;13,37;0,44
26;45;13,37;23,8;2,5;12,73;12,73;0,372
26;45;13,37;23,8;3,7;12,25;12,25;0,327
26;45;13,37;23,8;4,9;11,78;11,78;0,249
26;45;13,37;23,8;6,1;11,3;11,3;0,212
26;45;13,37;23,8;7,3;10,89;10,89;0,219
26;45;13,37;23,8;8,5;10,41;10,41;0,217
26;45;13,37;23,8;9,7;10,03;10,03;0,192
26;45;13,37;23,8;10,9;9,71;9,71;0,205
26;45;13,37;23,8;12,1;9,1;9,1;0,206
26;45;13,37;23,8;13,3;8,59;8,59;0,201
26;45;13,37;23,8;14,5;7,89;7,89;0,2
26;45;13,37;23,8;15,7;7,32;7,32;0,193
26;45;13,37;23,8;16,9;6,65;6,65;0,2
26;45;13,37;23,8;18,1;5,83;5,83;0,194
26;45;13,37;23,8;19,3;5,19;5,19;0,188
26;45;13,37;23,8;20,5;4,58;4,58;0,198
26;45;13,37;23,8;21,7;2,99;2,99;0,159
26;45;13,37;23,8;22,9;1,27;1,27;0,106
26;46;7,96;14,8;0,1;11,05;11,05;0,42
26;46;7,96;14,8;0,7;8,69;8,69;0,294
26;46;7,96;14,8;1,3;7,96;7,96;0,311
26;46;7,96;14,8;2,5;7,32;7,32;0,19
26;46;7,96;14,8;3,7;6,91;6,91;0,165
26;46;7,96;14,8;4,9;6,53;6,53;0,15
26;46;7,96;14,8;6,1;6,21;6,21;0,174
26;46;7,96;14,8;7,3;5,83;5,83;0,184
26;46;7,96;14,8;8,5;5,09;5,09;0,195
26;46;7,96;14,8;9,7;4,62;4,62;0,137
26;46;7,96;14,8;10,9;3,82;3,82;0,178
26;46;7,96;14,8;12,1;3,6;3,6;0,138
26;46;7,96;14,8;13,3;2,32;2,32;0,138
26;46;7,96;14,8;14,3;0,83;0,83;0,073
26;47;18,62;25,8;0,1;21,96;21,96;0,878
26;47;18,62;25,8;0,7;19,1;19,1;0,643
26;47;18,62;25,8;1,3;18,62;18,62;0,591
26;47;18,62;25,8;2,5;17,6;17,6;0,43
26;47;18,62;25,8;3,7;16,55;16,55;0,368
26;47;18,62;25,8;4,9;16,33;16,33;0,367
26;47;18,62;25,8;6,1;15,92;15,92;0,372
26;47;18,62;25,8;7,3;15,28;15,28;0,384
26;47;18,62;25,8;8,5;14,96;14,96;0,346
26;47;18,62;25,8;9,7;14,23;14,23;0,34
26;47;18,62;25,8;10,9;13,43;13,43;0,321
26;47;18,62;25,8;12,1;12,73;12,73;0,308
26;47;18,62;25,8;13,3;12,38;12,38;0,339
26;47;18,62;25,8;14,5;11,2;11,2;0,349
26;47;18,62;25,8;15,7;10,7;10,7;0,303
26;47;18,62;25,8;16,9;10,09;10,09;0,308
26;47;18,62;25,8;18,1;8,91;8,91;0,26
26;47;18,62;25,8;19,3;7,96;7,96;0,269
26;47;18,62;25,8;20,5;7,32;7,32;0,287
26;47;18,62;25,8;21,7;6,37;6,37;0,266
26;47;18,62;25,8;22,9;4,71;4,71;0,197
26;47;18,62;25,8;24,1;3,02;3,02;0,144
26;47;18,62;25,8;25,3;0,95;0,95;0,107
26;48;12,1;21,9;0,1;14,16;14,16;0,743
26;48;12,1;21,9;0,7;12,41;12,41;0,517
26;48;12,1;21,9;1,3;12,1;12,1;0,605
26;48;12,1;21,9;2,5;11,14;11,14;0,311
26;48;12,1;21,9;3,7;10,31;10,31;0,266
26;48;12,1;21,9;4,9;9,99;9,99;0,239
26;48;12,1;21,9;6,1;9,61;9,61;0,264
26;48;12,1;21,9;7,3;9,29;9,29;0,276
26;48;12,1;21,9;8,5;9,01;9,01;0,188
26;48;12,1;21,9;9,7;8,69;8,69;0,178
26;48;12,1;21,9;10,9;8,05;8,05;0,2
26;48;12,1;21,9;12,1;7,64;7,64;0,195
26;48;12,1;21,9;13,3;7,07;7,07;0,191
26;48;12,1;21,9;14,5;6,53;6,53;0,175
26;48;12,1;21,9;15,7;5,73;5,73;0,176
26;48;12,1;21,9;16,9;5,19;5,19;0,212
26;48;12,1;21,9;18,1;4,3;4,3;0,132
26;48;12,1;21,9;19,3;3,57;3,57;0,141
26;48;12,1;21,9;20,5;2,16;2,16;0,114
26;48;12,1;21,9;21,4;1,02;1,02;0,079
35;49;17,63;26,1;0,1;20,37;20,37;1,19
35;49;17,63;26,1;0,7;17,92;17,92;0,889
35;49;17,63;26,1;1,3;17,63;17,63;0,932
35;49;17,63;26,1;2,5;16,74;16,74;0,599
35;49;17,63;26,1;3,7;15,92;15,92;0,695
35;49;17,63;26,1;4,9;15,79;15,79;0,498
35;49;17,63;26,1;6,1;15,02;15,02;0,657
35;49;17,63;26,1;7,3;14,36;14,36;0,416
35;49;17,63;26,1;8,5;13,94;13,94;0,384
35;49;17,63;26,1;9,7;13,11;13,11;0,355
35;49;17,63;26,1;10,9;12,35;12,35;0,377
35;49;17,63;26,1;12,1;11,78;11,78;0,348
35;49;17,63;26,1;13,3;11,65;11,65;0,354
35;49;17,63;26,1;14,5;11,33;11,33;0,3
35;49;17,63;26,1;15,7;10,73;10,73;0,293
35;49;17,63;26,1;16,9;10,03;10,03;0,315
35;49;17,63;26,1;18,1;9,14;9,14;0,302
35;49;17,63;26,1;19,3;8,34;8,34;0,319
35;49;17,63;26,1;20,5;7,32;7,32;0,267
35;49;17,63;26,1;21,7;5,98;5,98;0,24
35;49;17,63;26,1;22,9;4,77;4,77;0,256
35;49;17,63;26,1;24,1;3,28;3,28;0,169
35;49;17,63;26,1;25,3;1,53;1,53;0,095
35;50;11,62;21,9;0,1;13,08;13,08;0,561
35;50;11,62;21,9;0,7;12;12;0,467
35;50;11,62;21,9;1,3;11,62;11,62;0,443
35;50;11,62;21,9;2,5;11,3;11,3;0,332
35;50;11,62;21,9;3,7;10,92;10,92;0,288
35;50;11,62;21,9;4,9;10,31;10,31;0,244
35;50;11,62;21,9;6,1;9,93;9,93;0,214
35;50;11,62;21,9;7,3;9,68;9,68;0,22
35;50;11,62;21,9;8,5;9,04;9,04;0,187
35;50;11,62;21,9;9,7;8,53;8,53;0,172
35;50;11,62;21,9;10,9;8,21;8,21;0,179
35;50;11,62;21,9;12,1;7,77;7,77;0,17
35;50;11,62;21,9;13,3;7,13;7,13;0,176
35;50;11,62;21,9;14,5;6,46;6,46;0,151
35;50;11,62;21,9;15,7;6,02;6,02;0,154
35;50;11,62;21,9;16,9;5,47;5,47;0,159
35;50;11,62;21,9;18,1;4,62;4,62;0,136
35;50;11,62;21,9;19,3;3,66;3,66;0,145
35;50;11,62;21,9;20,5;2,55;2,55;0,126
35;50;11,62;21,9;21,3;0,92;0,92;0,056
35;51;9,87;19,33;0,1;12,1;12,1;0,603
35;51;9,87;19,33;0,7;10,25;10,25;0,373
35;51;9,87;19,33;1,3;9,87;9,87;0,34
35;51;9,87;19,33;2,5;9,55;9,55;0,35
35;51;9,87;19,33;3,7;9,29;9,29;0,244
35;51;9,87;19,33;4,9;8,66;8,66;0,211
35;51;9,87;19,33;6,1;8,37;8,37;0,193
35;51;9,87;19,33;7,3;7,64;7,64;0,207
35;51;9,87;19,33;8,5;7,07;7,07;0,166
35;51;9,87;19,33;9,7;6,56;6,56;0,164
35;51;9,87;19,33;10,9;6,27;6,27;0,193
35;51;9,87;19,33;12,1;5,63;5,63;0,153
35;51;9,87;19,33;13,3;4,93;4,93;0,144
35;51;9,87;19,33;14,5;4,3;4,3;0,137
35;51;9,87;19,33;15,7;3,88;3,88;0,155
35;51;9,87;19,33;16,9;3,15;3,15;0,119
35;51;9,87;19,33;18,1;1,91;1,91;0,123
35;51;9,87;19,33;18,7;0,95;0,95;0,072
35;52;18,46;30,24;0,1;20,69;20,69;1,115
35;52;18,46;30,24;0,7;19,74;19,74;0,9
35;52;18,46;30,24;1,3;18,46;18,46;0,871
35;52;18,46;30,24;2,5;17,83;17,83;0,698
35;52;18,46;30,24;3,7;17,25;17,25;0,576
35;52;18,46;30,24;4,9;16,81;16,81;0,517
35;52;18,46;30,24;6,1;16,68;16,68;0,415
35;52;18,46;30,24;7,3;15,76;15,76;0,345
35;52;18,46;30,24;8,5;15,5;15,5;0,363
35;52;18,46;30,24;9,7;15,02;15,02;0,338
35;52;18,46;30,24;10,9;14,39;14,39;0,331
35;52;18,46;30,24;12,1;13,69;13,69;0,304
35;52;18,46;30,24;13,3;13,21;13,21;0,318
35;52;18,46;30,24;14,5;12,64;12,64;0,36
35;52;18,46;30,24;15,7;12,22;12,22;0,361
35;52;18,46;30,24;16,9;11,62;11,62;0,36
35;52;18,46;30,24;18,1;10,73;10,73;0,33
35;52;18,46;30,24;19,3;10,25;10,25;0,376
35;52;18,46;30,24;20,5;9,61;9,61;0,3
35;52;18,46;30,24;21,7;8,91;8,91;0,317
35;52;18,46;30,24;22,9;8,12;8,12;0,371
35;52;18,46;30,24;24,1;7,16;7,16;0,296
35;52;18,46;30,24;25,3;6,59;6,59;0,347
35;52;18,46;30,24;26,5;5,47;5,47;0,282
35;52;18,46;30,24;27,7;4,46;4,46;0,235
35;52;18,46;30,24;28,9;2,86;2,86;0,161
35;52;18,46;30,24;29,9;0,8;0,8;0,077
35;53;8,59;17,76;0,1;10,7;10,7;0,521
35;53;8,59;17,76;0,7;8,91;8,91;0,346
35;53;8,59;17,76;1,3;8,59;8,59;0,274
35;53;8,59;17,76;2,5;8,21;8,21;0,232
35;53;8,59;17,76;3,7;7,8;7,8;0,182
35;53;8,59;17,76;4,9;7,38;7,38;0,21
35;53;8,59;17,76;6,1;7,1;7,1;0,232
35;53;8,59;17,76;7,3;6,84;6,84;0,189
35;53;8,59;17,76;8,5;6,24;6,24;0,149
35;53;8,59;17,76;9,7;5,63;5,63;0,143
35;53;8,59;17,76;10,9;4,87;4,87;0,172
35;53;8,59;17,76;12,1;4,42;4,42;0,105
35;53;8,59;17,76;13,3;3,76;3,76;0,098
35;53;8,59;17,76;14,5;3,18;3,18;0,105
35;53;8,59;17,76;15,7;2,39;2,39;0,095
35;53;8,59;17,76;16,9;1,4;1,4;0,084
35;53;8,59;17,76;17,1;0,89;0,89;0,055
35;54;14,64;26,36;0,1;16,49;16,49;0,89
35;54;14,64;26,36;0,7;14,93;14,93;0,684
35;54;14,64;26,36;1,3;14,64;14,64;0,633
35;54;14,64;26,36;2,5;14,26;14,26;0,614
35;54;14,64;26,36;3,7;13,46;13,46;0,341
35;54;14,64;26,36;4,9;13,46;13,46;0,329
35;54;14,64;26,36;6,1;13,15;13,15;0,36
35;54;14,64;26,36;7,3;12,8;12,8;0,351
35;54;14,64;26,36;8,5;12,16;12,16;0,31
35;54;14,64;26,36;9,7;11,62;11,62;0,36
35;54;14,64;26,36;10,9;11,33;11,33;0,291
35;54;14,64;26,36;12,1;10,66;10,66;0,283
35;54;14,64;26,36;13,3;10,35;10,35;0,332
35;54;14,64;26,36;14,5;9,71;9,71;0,293
35;54;14,64;26,36;15,7;9,23;9,23;0,267
35;54;14,64;26,36;16,9;8,59;8,59;0,227
35;54;14,64;26,36;18,1;7,96;7,96;0,241
35;54;14,64;26,36;19,3;7,45;7,45;0,261
35;54;14,64;26,36;20,5;6,49;6,49;0,222
35;54;14,64;26,36;21,7;5,86;5,86;0,248
35;54;14,64;26,36;22,9;4,68;4,68;0,228
35;54;14,64;26,36;24,1;3,5;3,5;0,171
35;54;14,64;26,36;25,3;1,91;1,91;0,126
35;54;14,64;26,36;25,69;0,99;0,99;0,07
35;55;16,23;23,34;0,1;19,1;19,1;1,086
35;55;16,23;23,34;0,7;16,55;16,55;0,842
35;55;16,23;23,34;1,3;16,23;16,23;0,776
35;55;16,23;23,34;2,5;15,09;15,09;0,61
35;55;16,23;23,34;3,7;14,55;14,55;0,609
35;55;16,23;23,34;4,9;14,16;14,16;0,425
35;55;16,23;23,34;6,1;13,11;13,11;0,396
35;55;16,23;23,34;7,3;12,89;12,89;0,437
35;55;16,23;23,34;8,5;12,48;12,48;0,315
35;55;16,23;23,34;9,7;11,68;11,68;0,304
35;55;16,23;23,34;10,9;11,27;11,27;0,292
35;55;16,23;23,34;12,1;10,41;10,41;0,298
35;55;16,23;23,34;13,3;9,74;9,74;0,3
35;55;16,23;23,34;14,5;9,2;9,2;0,307
35;55;16,23;23,34;15,7;8,5;8,5;0,283
35;55;16,23;23,34;16,9;7,7;7,7;0,284
35;55;16,23;23,34;18,1;6,88;6,88;0,302
35;55;16,23;23,34;19,3;6,21;6,21;0,302
35;55;16,23;23,34;20,5;5,09;5,09;0,228
35;55;16,23;23,34;21,7;2,99;2,99;0,152
35;55;16,23;23,34;22,9;0,95;0,95;0,072
35;56;17,35;26,97;0,1;19,26;19,26;0,888
35;56;17,35;26,97;0,7;17,67;17,67;0,807
35;56;17,35;26,97;1,3;17,35;17,35;0,76
35;56;17,35;26,97;2,5;17;17;0,746
35;56;17,35;26,97;3,7;16,87;16,87;0,604
35;56;17,35;26,97;4,9;16,3;16,3;0,488
35;56;17,35;26,97;6,1;15,88;15,88;0,423
35;56;17,35;26,97;7,3;15,22;15,22;0,385
35;56;17,35;26,97;8,5;14,64;14,64;0,348
35;56;17,35;26,97;9,7;14,07;14,07;0,35
35;56;17,35;26,97;10,9;13,46;13,46;0,317
35;56;17,35;26,97;12,1;12,99;12,99;0,343
35;56;17,35;26,97;13,3;12,32;12,32;0,366
35;56;17,35;26,97;14,5;11,62;11,62;0,323
35;56;17,35;26,97;15,7;10,98;10,98;0,332
35;56;17,35;26,97;16,9;10,41;10,41;0,322
35;56;17,35;26,97;18,1;9,49;9,49;0,314
35;56;17,35;26,97;19,3;8,69;8,69;0,293
35;56;17,35;26,97;20,5;7,8;7,8;0,293
35;56;17,35;26,97;21,7;7,19;7,19;0,279
35;56;17,35;26,97;22,9;6,14;6,14;0,262
35;56;17,35;26,97;24,1;4,77;4,77;0,234
35;56;17,35;26,97;25,3;3,28;3,28;0,179
35;56;17,35;26,97;26,5;0,92;0,92;0,078
53;57;6,53;12,15;0,1;8,12;8,12;0,339
53;57;6,53;12,15;0,7;7;7;0,26
53;57;6,53;12,15;1,3;6,53;6,53;0,205
53;57;6,53;12,15;2,5;6,18;6,18;0,202
53;57;6,53;12,15;3,7;5,98;5,98;0,2
53;57;6,53;12,15;4,9;5,32;5,32;0,172
53;57;6,53;12,15;6,1;4,87;4,87;0,19
53;57;6,53;12,15;7,3;4,36;4,36;0,163
53;57;6,53;12,15;8,5;3,88;3,88;0,176
53;57;6,53;12,15;9,7;3,25;3,25;0,142
53;57;6,53;12,15;10,9;2,04;2,04;0,133
53;57;6,53;12,15;11,6;0,95;0,95;0,069
53;58;20,37;29,32;0,1;22,92;22,92;1,016
53;58;20,37;29,32;0,7;20,94;20,94;0,905
53;58;20,37;29,32;1,3;20,37;20,37;0,784
53;58;20,37;29,32;2,5;19,42;19,42;0,724
53;58;20,37;29,32;3,7;18,75;18,75;0,711
53;58;20,37;29,32;4,9;18,46;18,46;0,621
53;58;20,37;29,32;6,1;18,24;18,24;0,617
53;58;20,37;29,32;7,3;17,92;17,92;0,602
53;58;20,37;29,32;8,5;17,06;17,06;0,483
53;58;20,37;29,32;9,7;16,68;16,68;0,618
53;58;20,37;29,32;10,9;16,39;16,39;0,64
53;58;20,37;29,32;12,1;16,01;16,01;0,377
53;58;20,37;29,32;13,3;15,02;15,02;0,451
53;58;20,37;29,32;14,5;14,01;14,01;0,46
53;58;20,37;29,32;15,7;13,21;13,21;0,377
53;58;20,37;29,32;16,9;12,61;12,61;0,368
53;58;20,37;29,32;18,1;12,38;12,38;0,433
53;58;20,37;29,32;19,3;10,95;10,95;0,354
53;58;20,37;29,32;20,5;10,12;10,12;0,329
53;58;20,37;29,32;21,7;9,26;9,26;0,353
53;58;20,37;29,32;22,9;8,44;8,44;0,365
53;58;20,37;29,32;24,1;7,13;7,13;0,317
53;58;20,37;29,32;25,3;5,63;5,63;0,301
53;58;20,37;29,32;26,5;4,49;4,49;0,278
53;58;20,37;29,32;27,7;2,55;2,55;0,159
53;58;20,37;29,32;28,9;0,89;0,89;0,071
53;59;21,01;30,74;0,1;23,24;23,24;1,21
53;59;21,01;30,74;0,7;21,96;21,96;1,032
53;59;21,01;30,74;1,3;21,01;21,01;0,805
53;59;21,01;30,74;2,5;20,21;20,21;0,739
53;59;21,01;30,74;3,7;19,74;19,74;0,638
53;59;21,01;30,74;4,9;19,1;19,1;0,686
53;59;21,01;30,74;6,1;18,81;18,81;0,696
53;59;21,01;30,74;7,3;18,62;18,62;0,666
53;59;21,01;30,74;8,5;17,92;17,92;0,672
53;59;21,01;30,74;9,7;17,25;17,25;0,636
53;59;21,01;30,74;10,9;17,13;17,13;0,63
53;59;21,01;30,74;12,1;15,92;15,92;0,497
53;59;21,01;30,74;13,3;15,63;15,63;0,449
53;59;21,01;30,74;14,5;14,96;14,96;0,452
53;59;21,01;30,74;15,7;14,51;14,51;0,458
53;59;21,01;30,74;16,9;13,91;13,91;0,372
53;59;21,01;30,74;18,1;13,37;13,37;0,464
53;59;21,01;30,74;19,3;12,67;12,67;0,467
53;59;21,01;30,74;20,5;11,05;11,05;0,457
53;59;21,01;30,74;21,7;10,5;10,5;0,437
53;59;21,01;30,74;22,9;9,45;9,45;0,41
53;59;21,01;30,74;24,1;8,59;8,59;0,399
53;59;21,01;30,74;25,3;7,48;7,48;0,364
53;59;21,01;30,74;26,5;6,49;6,49;0,378
53;59;21,01;30,74;27,7;4,62;4,62;0,296
53;59;21,01;30,74;28,9;3,06;3,06;0,187
53;59;21,01;30,74;30,1;1,11;1,11;0,068
53;60;7,38;12,83;0,1;9,17;9,17;0,322
53;60;7,38;12,83;0,7;7,7;7,7;0,236
53;60;7,38;12,83;1,3;7,38;7,38;0,167
53;60;7,38;12,83;2,5;7;7;0,157
53;60;7,38;12,83;3,7;6,65;6,65;0,15
53;60;7,38;12,83;4,9;6,05;6,05;0,16
53;60;7,38;12,83;6,1;5,54;5,54;0,165
53;60;7,38;12,83;7,3;5,06;5,06;0,133
53;60;7,38;12,83;8,5;4,33;4,33;0,131
53;60;7,38;12,83;9,7;3,57;3,57;0,116
53;60;7,38;12,83;10,9;2,83;2,83;0,139
53;60;7,38;12,83;12,1;1,21;1,21;0,071
53;61;8,91;19,92;0,1;11,4;11,4;0,313
53;61;8,91;19,92;0,7;9,39;9,39;0,269
53;61;8,91;19,92;1,3;8,91;8,91;0,273
53;61;8,91;19,92;2,5;8,53;8,53;0,217
53;61;8,91;19,92;3,7;8,24;8,24;0,267
53;61;8,91;19,92;4,9;7,86;7,86;0,214
53;61;8,91;19,92;6,1;7,48;7,48;0,179
53;61;8,91;19,92;7,3;7,23;7,23;0,18
53;61;8,91;19,92;8,5;6,81;6,81;0,157
53;61;8,91;19,92;9,7;6,4;6,4;0,16
53;61;8,91;19,92;10,9;5,73;5,73;0,128
53;61;8,91;19,92;12,1;5,47;5,47;0,185
53;61;8,91;19,92;13,3;4,68;4,68;0,177
53;61;8,91;19,92;14,5;4,27;4,27;0,154
53;61;8,91;19,92;15,7;3,69;3,69;0,143
53;61;8,91;19,92;16,9;3,15;3,15;0,112
53;61;8,91;19,92;18,1;1,91;1,91;0,093
53;61;8,91;19,92;18,6;1,05;1,05;0,051
53;62;18,78;28,7;0,1;21,01;21,01;1,185
53;62;18,78;28,7;0,7;19,58;19,58;0,972
53;62;18,78;28,7;1,3;18,78;18,78;0,86
53;62;18,78;28,7;2,5;18,4;18,4;0,42
53;62;18,78;28,7;3,7;17,67;17,67;0,767
53;62;18,78;28,7;4,9;17,25;17,25;0,711
53;62;18,78;28,7;6,1;16,97;16,97;0,745
53;62;18,78;28,7;7,3;16,81;16,81;0,6
53;62;18,78;28,7;8,5;16,01;16,01;0,605
53;62;18,78;28,7;9,7;15,85;15,85;0,5
53;62;18,78;28,7;10,9;14,96;14,96;0,609
53;62;18,78;28,7;12,1;14,48;14,48;0,459
53;62;18,78;28,7;13,3;14,29;14,29;0,519
53;62;18,78;28,7;14,5;12,92;12,92;0,432
53;62;18,78;28,7;15,7;12,32;12,32;0,433
53;62;18,78;28,7;16,9;11,9;11,9;0,388
53;62;18,78;28,7;18,1;11,14;11,14;0,395
53;62;18,78;28,7;19,3;10,57;10,57;0,389
53;62;18,78;28,7;20,5;9,93;9,93;0,362
53;62;18,78;28,7;21,7;8,66;8,66;0,32
53;62;18,78;28,7;22,9;7,77;7,77;0,348
53;62;18,78;28,7;24,1;6,53;6,53;0,324
53;62;18,78;28,7;25,3;5,28;5,28;0,328
53;62;18,78;28,7;26,5;3,66;3,66;0,259
53;62;18,78;28,7;27,7;2,74;2,74;0,144
53;62;18,78;28,7;28,1;0,95;0,95;0,087
53;63;7,96;15;0,1;11,9;11,9;0,719
53;63;7,96;15;0,7;8,75;8,75;0,561
53;63;7,96;15;1,3;7,96;7,96;0,392
53;63;7,96;15;2,5;7,8;7,8;0,397
53;63;7,96;15;3,7;6,53;6,53;0,275
53;63;7,96;15;4,9;6,18;6,18;0,307
53;63;7,96;15;6,1;5,47;5,47;0,239
53;63;7,96;15;7,3;4,97;4,97;0,15
53;63;7,96;15;8,5;4,62;4,62;0,136
53;63;7,96;15;9,7;4,01;4,01;0,139
53;63;7,96;15;10,9;3,82;3,82;0,153
53;63;7,96;15;12,1;3,21;3,21;0,157
53;63;7,96;15;13,3;2,55;2,55;0,128
53;63;7,96;15;14,5;0,89;0,89;0,083
53;64;20,69;30,3;0,1;23,87;23,87;1,227
53;64;20,69;30,3;0,7;21,71;21,71;1,099
53;64;20,69;30,3;1,3;20,69;20,69;0,775
53;64;20,69;30,3;2,5;20,15;20,15;0,862
53;64;20,69;30,3;3,7;19,35;19,35;0,726
53;64;20,69;30,3;4,9;19,1;19,1;0,729
53;64;20,69;30,3;6,1;18,88;18,88;0,658
53;64;20,69;30,3;7,3;18,14;18,14;0,643
53;64;20,69;30,3;8,5;17,73;17,73;0,699
53;64;20,69;30,3;9,7;17,6;17,6;0,496
53;64;20,69;30,3;10,9;16,52;16,52;0,537
53;64;20,69;30,3;12,1;16,04;16,04;0,465
53;64;20,69;30,3;13,3;15,6;15,6;0,445
53;64;20,69;30,3;14,5;14,55;14,55;0,445
53;64;20,69;30,3;15,7;13,46;13,46;0,434
53;64;20,69;30,3;16,9;13,21;13,21;0,385
53;64;20,69;30,3;18,1;13,02;13,02;0,416
53;64;20,69;30,3;19,3;11,97;11,97;0,371
53;64;20,69;30,3;20,5;11,05;11,05;0,386
53;64;20,69;30,3;21,7;10,31;10,31;0,367
53;64;20,69;30,3;22,9;9,42;9,42;0,382
53;64;20,69;30,3;24,1;8,05;8,05;0,398
53;64;20,69;30,3;25,3;7,48;7,48;0,405
53;64;20,69;30,3;26,5;5,73;5,73;0,247
53;64;20,69;30,3;27,7;4,01;4,01;0,145
53;64;20,69;30,3;28,9;2,23;2,23;0,117
53;64;20,69;30,3;29,7;1,11;1,11;0,093
53;65;13,69;25,57;0,1;15,47;15,47;0,881
53;65;13,69;25,57;0,7;14,1;14,1;0,651
53;65;13,69;25,57;1,3;13,69;13,69;0,651
53;65;13,69;25,57;2,5;13,4;13,4;0,64
53;65;13,69;25,57;3,7;12,89;12,89;0,694
53;65;13,69;25,57;4,9;12,57;12,57;0,503
